,imageName,imageOrigin,xBudCenter,yBudCenter,radio,class,type
16497,/home/wences/Documents/corpus-26000/corpus-26000-bc/16247.jpg,0532.jpg,1796,3052,800,False,0
16498,/home/wences/Documents/corpus-26000/corpus-26000-bc/16248.jpg,0532.jpg,2132,3132,800,False,0
16499,/home/wences/Documents/corpus-26000/corpus-26000-bc/16249.jpg,0532.jpg,2532,3132,800,False,0
16500,/home/wences/Documents/corpus-26000/corpus-26000-bc/16250.jpg,0532.jpg,2932,3132,800,False,0
16501,/home/wences/Documents/corpus-26000/corpus-26000-bc/16251.jpg,0532.jpg,3332,3132,800,False,0
16502,/home/wences/Documents/corpus-26000/corpus-26000-bc/16253.jpg,0533.jpg,1108,2028,900,False,0
16503,/home/wences/Documents/corpus-26000/corpus-26000-bc/16254.jpg,0533.jpg,1108,2428,900,False,0
16504,/home/wences/Documents/corpus-26000/corpus-26000-bc/16255.jpg,0533.jpg,1108,2828,900,False,0
16505,/home/wences/Documents/corpus-26000/corpus-26000-bc/16256.jpg,0533.jpg,1508,2028,900,False,0
16506,/home/wences/Documents/corpus-26000/corpus-26000-bc/16257.jpg,0533.jpg,1508,2428,900,False,0
16507,/home/wences/Documents/corpus-26000/corpus-26000-bc/16258.jpg,0533.jpg,1508,2828,900,False,0
16508,/home/wences/Documents/corpus-26000/corpus-26000-bc/16259.jpg,0533.jpg,2708,2828,900,False,0
16509,/home/wences/Documents/corpus-26000/corpus-26000-bc/16260.jpg,0533.jpg,3508,2828,900,False,0
16510,/home/wences/Documents/corpus-26000/corpus-26000-bc/16261.jpg,0533.jpg,3908,2028,900,False,0
16511,/home/wences/Documents/corpus-26000/corpus-26000-bc/16262.jpg,0533.jpg,3908,2428,900,False,0
16512,/home/wences/Documents/corpus-26000/corpus-26000-bc/16263.jpg,0533.jpg,3908,2828,900,False,0
16513,/home/wences/Documents/corpus-26000/corpus-26000-bc/16264.jpg,0533.jpg,4308,2028,900,False,0
16514,/home/wences/Documents/corpus-26000/corpus-26000-bc/16265.jpg,0533.jpg,4308,2428,900,False,0
16515,/home/wences/Documents/corpus-26000/corpus-26000-bc/16266.jpg,0533.jpg,4308,2828,900,False,0
16516,/home/wences/Documents/corpus-26000/corpus-26000-bc/16267.jpg,0533.jpg,4708,2028,900,False,0
16517,/home/wences/Documents/corpus-26000/corpus-26000-bc/16268.jpg,0533.jpg,4708,2428,900,False,0
16518,/home/wences/Documents/corpus-26000/corpus-26000-bc/16269.jpg,0533.jpg,4708,2828,900,False,0
16519,/home/wences/Documents/corpus-26000/corpus-26000-bc/16270.jpg,0533.jpg,1452,3064,900,False,0
16520,/home/wences/Documents/corpus-26000/corpus-26000-bc/16271.jpg,0533.jpg,1852,3064,900,False,0
16521,/home/wences/Documents/corpus-26000/corpus-26000-bc/16272.jpg,0533.jpg,2252,3064,900,False,0
16522,/home/wences/Documents/corpus-26000/corpus-26000-bc/16273.jpg,0533.jpg,2652,3064,900,False,0
16523,/home/wences/Documents/corpus-26000/corpus-26000-bc/16274.jpg,0533.jpg,3052,3064,900,False,0
16524,/home/wences/Documents/corpus-26000/corpus-26000-bc/16276.jpg,0534.jpg,1380,2332,900,False,0
16525,/home/wences/Documents/corpus-26000/corpus-26000-bc/16277.jpg,0534.jpg,1380,2732,900,False,0
16526,/home/wences/Documents/corpus-26000/corpus-26000-bc/16278.jpg,0534.jpg,1780,2332,900,False,0
16527,/home/wences/Documents/corpus-26000/corpus-26000-bc/16279.jpg,0534.jpg,1780,2732,900,False,0
16528,/home/wences/Documents/corpus-26000/corpus-26000-bc/16280.jpg,0534.jpg,2180,3132,900,False,0
16529,/home/wences/Documents/corpus-26000/corpus-26000-bc/16281.jpg,0534.jpg,2580,3132,900,False,0
16530,/home/wences/Documents/corpus-26000/corpus-26000-bc/16282.jpg,0534.jpg,2980,3132,900,False,0
16531,/home/wences/Documents/corpus-26000/corpus-26000-bc/16283.jpg,0534.jpg,3380,3132,900,False,0
16532,/home/wences/Documents/corpus-26000/corpus-26000-bc/16284.jpg,0534.jpg,3780,1132,900,False,0
16533,/home/wences/Documents/corpus-26000/corpus-26000-bc/16285.jpg,0534.jpg,3780,1932,900,False,0
16534,/home/wences/Documents/corpus-26000/corpus-26000-bc/16286.jpg,0534.jpg,3780,2732,900,False,0
16535,/home/wences/Documents/corpus-26000/corpus-26000-bc/16287.jpg,0534.jpg,3780,3132,900,False,0
16536,/home/wences/Documents/corpus-26000/corpus-26000-bc/16288.jpg,0534.jpg,4180,1132,900,False,0
16537,/home/wences/Documents/corpus-26000/corpus-26000-bc/16289.jpg,0534.jpg,4180,1532,900,False,0
16538,/home/wences/Documents/corpus-26000/corpus-26000-bc/16290.jpg,0534.jpg,4180,1932,900,False,0
16539,/home/wences/Documents/corpus-26000/corpus-26000-bc/16291.jpg,0534.jpg,4180,2332,900,False,0
16540,/home/wences/Documents/corpus-26000/corpus-26000-bc/16292.jpg,0534.jpg,4180,2732,900,False,0
16541,/home/wences/Documents/corpus-26000/corpus-26000-bc/16293.jpg,0534.jpg,4180,3132,900,False,0
16542,/home/wences/Documents/corpus-26000/corpus-26000-bc/16294.jpg,0534.jpg,4580,1132,900,False,0
16543,/home/wences/Documents/corpus-26000/corpus-26000-bc/16295.jpg,0534.jpg,4580,1532,900,False,0
16544,/home/wences/Documents/corpus-26000/corpus-26000-bc/16296.jpg,0534.jpg,4580,1932,900,False,0
16545,/home/wences/Documents/corpus-26000/corpus-26000-bc/16297.jpg,0534.jpg,4580,2332,900,False,0
16546,/home/wences/Documents/corpus-26000/corpus-26000-bc/16298.jpg,0534.jpg,4580,2732,900,False,0
16547,/home/wences/Documents/corpus-26000/corpus-26000-bc/16299.jpg,0534.jpg,3260,1064,900,False,0
16548,/home/wences/Documents/corpus-26000/corpus-26000-bc/16300.jpg,0534.jpg,3660,1064,900,False,0
16566,/home/wences/Documents/corpus-26000/corpus-26000-bc/16320.jpg,0536.jpg,1272,1976,1500,False,0
16567,/home/wences/Documents/corpus-26000/corpus-26000-bc/16321.jpg,0536.jpg,1272,2376,1500,False,0
16568,/home/wences/Documents/corpus-26000/corpus-26000-bc/16322.jpg,0536.jpg,908,616,800,False,0
16569,/home/wences/Documents/corpus-26000/corpus-26000-bc/16323.jpg,0536.jpg,908,1016,800,False,0
16570,/home/wences/Documents/corpus-26000/corpus-26000-bc/16324.jpg,0536.jpg,908,1416,800,False,0
16571,/home/wences/Documents/corpus-26000/corpus-26000-bc/16325.jpg,0536.jpg,908,1816,800,False,0
16572,/home/wences/Documents/corpus-26000/corpus-26000-bc/16326.jpg,0536.jpg,908,2216,800,False,0
16573,/home/wences/Documents/corpus-26000/corpus-26000-bc/16327.jpg,0536.jpg,908,2616,800,False,0
16574,/home/wences/Documents/corpus-26000/corpus-26000-bc/16328.jpg,0536.jpg,908,3016,800,False,0
16575,/home/wences/Documents/corpus-26000/corpus-26000-bc/16329.jpg,0536.jpg,1308,616,800,False,0
16576,/home/wences/Documents/corpus-26000/corpus-26000-bc/16330.jpg,0536.jpg,1308,1016,800,False,0
16577,/home/wences/Documents/corpus-26000/corpus-26000-bc/16331.jpg,0536.jpg,1308,1416,800,False,0
16578,/home/wences/Documents/corpus-26000/corpus-26000-bc/16332.jpg,0536.jpg,1308,1816,800,False,0
16579,/home/wences/Documents/corpus-26000/corpus-26000-bc/16333.jpg,0536.jpg,1308,2216,800,False,0
16580,/home/wences/Documents/corpus-26000/corpus-26000-bc/16334.jpg,0536.jpg,1308,2616,800,False,0
16581,/home/wences/Documents/corpus-26000/corpus-26000-bc/16335.jpg,0536.jpg,1308,3016,800,False,0
16582,/home/wences/Documents/corpus-26000/corpus-26000-bc/16336.jpg,0536.jpg,1708,616,800,False,0
16583,/home/wences/Documents/corpus-26000/corpus-26000-bc/16337.jpg,0536.jpg,1708,3016,800,False,0
16584,/home/wences/Documents/corpus-26000/corpus-26000-bc/16338.jpg,0536.jpg,2508,3016,800,False,0
16585,/home/wences/Documents/corpus-26000/corpus-26000-bc/16340.jpg,0537.jpg,2664,692,800,False,0
16586,/home/wences/Documents/corpus-26000/corpus-26000-bc/16341.jpg,0537.jpg,3064,692,800,False,0
16587,/home/wences/Documents/corpus-26000/corpus-26000-bc/16342.jpg,0537.jpg,3464,692,800,False,0
16588,/home/wences/Documents/corpus-26000/corpus-26000-bc/16343.jpg,0537.jpg,3464,1092,800,False,0
16589,/home/wences/Documents/corpus-26000/corpus-26000-bc/16344.jpg,0537.jpg,3464,1892,800,False,0
16590,/home/wences/Documents/corpus-26000/corpus-26000-bc/16345.jpg,0537.jpg,3464,2692,800,False,0
16591,/home/wences/Documents/corpus-26000/corpus-26000-bc/16346.jpg,0537.jpg,3864,1092,800,False,0
16592,/home/wences/Documents/corpus-26000/corpus-26000-bc/16347.jpg,0537.jpg,3864,1492,800,False,0
16593,/home/wences/Documents/corpus-26000/corpus-26000-bc/16348.jpg,0537.jpg,3864,1892,800,False,0
16594,/home/wences/Documents/corpus-26000/corpus-26000-bc/16349.jpg,0537.jpg,3864,2292,800,False,0
16595,/home/wences/Documents/corpus-26000/corpus-26000-bc/16350.jpg,0537.jpg,3864,2692,800,False,0
16596,/home/wences/Documents/corpus-26000/corpus-26000-bc/16351.jpg,0537.jpg,3864,3092,800,False,0
16597,/home/wences/Documents/corpus-26000/corpus-26000-bc/16352.jpg,0537.jpg,4264,1092,800,False,0
16598,/home/wences/Documents/corpus-26000/corpus-26000-bc/16353.jpg,0537.jpg,4264,1492,800,False,0
16599,/home/wences/Documents/corpus-26000/corpus-26000-bc/16354.jpg,0537.jpg,4264,1892,800,False,0
16600,/home/wences/Documents/corpus-26000/corpus-26000-bc/16355.jpg,0537.jpg,4264,2292,800,False,0
16601,/home/wences/Documents/corpus-26000/corpus-26000-bc/16356.jpg,0537.jpg,4264,2692,800,False,0
16602,/home/wences/Documents/corpus-26000/corpus-26000-bc/16357.jpg,0537.jpg,4264,3092,800,False,0
16603,/home/wences/Documents/corpus-26000/corpus-26000-bc/16358.jpg,0537.jpg,4664,1492,800,False,0
16604,/home/wences/Documents/corpus-26000/corpus-26000-bc/16359.jpg,0537.jpg,4664,1892,800,False,0
16605,/home/wences/Documents/corpus-26000/corpus-26000-bc/16360.jpg,0537.jpg,4664,2292,800,False,0
16606,/home/wences/Documents/corpus-26000/corpus-26000-bc/16361.jpg,0537.jpg,4664,2692,800,False,0
16607,/home/wences/Documents/corpus-26000/corpus-26000-bc/16362.jpg,0537.jpg,4664,3092,800,False,0
16608,/home/wences/Documents/corpus-26000/corpus-26000-bc/16363.jpg,0537.jpg,2188,2624,800,False,0
16609,/home/wences/Documents/corpus-26000/corpus-26000-bc/16364.jpg,0537.jpg,2188,3024,800,False,0
16610,/home/wences/Documents/corpus-26000/corpus-26000-bc/16365.jpg,0537.jpg,2588,2624,800,False,0
16611,/home/wences/Documents/corpus-26000/corpus-26000-bc/16366.jpg,0537.jpg,2588,3024,800,False,0
16612,/home/wences/Documents/corpus-26000/corpus-26000-bc/16367.jpg,0537.jpg,2988,2624,800,False,0
16613,/home/wences/Documents/corpus-26000/corpus-26000-bc/16368.jpg,0537.jpg,2988,3024,800,False,0
16614,/home/wences/Documents/corpus-26000/corpus-26000-bc/16370.jpg,0538.jpg,2556,704,800,False,0
16615,/home/wences/Documents/corpus-26000/corpus-26000-bc/16371.jpg,0538.jpg,2556,2704,800,False,0
16616,/home/wences/Documents/corpus-26000/corpus-26000-bc/16372.jpg,0538.jpg,2956,704,800,False,0
16617,/home/wences/Documents/corpus-26000/corpus-26000-bc/16373.jpg,0538.jpg,2956,2704,800,False,0
16618,/home/wences/Documents/corpus-26000/corpus-26000-bc/16374.jpg,0538.jpg,2956,3104,800,False,0
16619,/home/wences/Documents/corpus-26000/corpus-26000-bc/16375.jpg,0538.jpg,3356,704,800,False,0
16620,/home/wences/Documents/corpus-26000/corpus-26000-bc/16376.jpg,0538.jpg,3356,2704,800,False,0
16621,/home/wences/Documents/corpus-26000/corpus-26000-bc/16377.jpg,0538.jpg,3356,3104,800,False,0
16622,/home/wences/Documents/corpus-26000/corpus-26000-bc/16379.jpg,0539.jpg,3224,660,800,False,0
16623,/home/wences/Documents/corpus-26000/corpus-26000-bc/16380.jpg,0539.jpg,3224,3060,800,False,0
16624,/home/wences/Documents/corpus-26000/corpus-26000-bc/16381.jpg,0539.jpg,3624,660,800,False,0
16625,/home/wences/Documents/corpus-26000/corpus-26000-bc/16382.jpg,0539.jpg,3624,3060,800,False,0
16626,/home/wences/Documents/corpus-26000/corpus-26000-bc/16383.jpg,0539.jpg,4024,660,800,False,0
16627,/home/wences/Documents/corpus-26000/corpus-26000-bc/16384.jpg,0539.jpg,4024,1060,800,False,0
16628,/home/wences/Documents/corpus-26000/corpus-26000-bc/16385.jpg,0539.jpg,4024,1460,800,False,0
16629,/home/wences/Documents/corpus-26000/corpus-26000-bc/16386.jpg,0539.jpg,4024,1860,800,False,0
16630,/home/wences/Documents/corpus-26000/corpus-26000-bc/16387.jpg,0539.jpg,4024,2260,800,False,0
16631,/home/wences/Documents/corpus-26000/corpus-26000-bc/16388.jpg,0539.jpg,4024,2660,800,False,0
16632,/home/wences/Documents/corpus-26000/corpus-26000-bc/16389.jpg,0539.jpg,4024,3060,800,False,0
16633,/home/wences/Documents/corpus-26000/corpus-26000-bc/16390.jpg,0539.jpg,4424,660,800,False,0
16634,/home/wences/Documents/corpus-26000/corpus-26000-bc/16391.jpg,0539.jpg,4424,1060,800,False,0
16635,/home/wences/Documents/corpus-26000/corpus-26000-bc/16392.jpg,0539.jpg,4424,1460,800,False,0
16636,/home/wences/Documents/corpus-26000/corpus-26000-bc/16393.jpg,0539.jpg,4424,1860,800,False,0
16637,/home/wences/Documents/corpus-26000/corpus-26000-bc/16394.jpg,0539.jpg,4424,2260,800,False,0
16638,/home/wences/Documents/corpus-26000/corpus-26000-bc/16395.jpg,0539.jpg,1908,1308,800,False,0
16639,/home/wences/Documents/corpus-26000/corpus-26000-bc/16396.jpg,0539.jpg,1908,1708,800,False,0
16655,/home/wences/Documents/corpus-26000/corpus-26000-bc/16414.jpg,0541.jpg,2540,1052,800,False,0
16656,/home/wences/Documents/corpus-26000/corpus-26000-bc/16415.jpg,0541.jpg,2540,1452,800,False,0
16657,/home/wences/Documents/corpus-26000/corpus-26000-bc/16416.jpg,0541.jpg,2940,652,800,False,0
16658,/home/wences/Documents/corpus-26000/corpus-26000-bc/16417.jpg,0541.jpg,2940,1052,800,False,0
16659,/home/wences/Documents/corpus-26000/corpus-26000-bc/16418.jpg,0541.jpg,2940,1452,800,False,0
16660,/home/wences/Documents/corpus-26000/corpus-26000-bc/16419.jpg,0541.jpg,3340,652,800,False,0
16661,/home/wences/Documents/corpus-26000/corpus-26000-bc/16420.jpg,0541.jpg,3340,1052,800,False,0
16662,/home/wences/Documents/corpus-26000/corpus-26000-bc/16421.jpg,0541.jpg,3340,1452,800,False,0
16663,/home/wences/Documents/corpus-26000/corpus-26000-bc/16422.jpg,0541.jpg,3740,652,800,False,0
16664,/home/wences/Documents/corpus-26000/corpus-26000-bc/16423.jpg,0541.jpg,3740,1052,800,False,0
16665,/home/wences/Documents/corpus-26000/corpus-26000-bc/16424.jpg,0541.jpg,1680,2960,800,False,0
16666,/home/wences/Documents/corpus-26000/corpus-26000-bc/16425.jpg,0541.jpg,3680,2960,800,False,0
16667,/home/wences/Documents/corpus-26000/corpus-26000-bc/16426.jpg,0541.jpg,4080,2560,800,False,0
16668,/home/wences/Documents/corpus-26000/corpus-26000-bc/16427.jpg,0541.jpg,4080,2960,800,False,0
16669,/home/wences/Documents/corpus-26000/corpus-26000-bc/16428.jpg,0541.jpg,4480,2560,800,False,0
16670,/home/wences/Documents/corpus-26000/corpus-26000-bc/16429.jpg,0541.jpg,4480,2960,800,False,0
16671,/home/wences/Documents/corpus-26000/corpus-26000-bc/16430.jpg,0541.jpg,4880,2160,800,False,0
16672,/home/wences/Documents/corpus-26000/corpus-26000-bc/16431.jpg,0541.jpg,4880,2560,800,False,0
16673,/home/wences/Documents/corpus-26000/corpus-26000-bc/16432.jpg,0541.jpg,4880,2960,800,False,0
16674,/home/wences/Documents/corpus-26000/corpus-26000-bc/16434.jpg,0542.jpg,2128,3080,800,False,0
16675,/home/wences/Documents/corpus-26000/corpus-26000-bc/16435.jpg,0542.jpg,2528,3080,800,False,0
16676,/home/wences/Documents/corpus-26000/corpus-26000-bc/16436.jpg,0542.jpg,2928,2680,800,False,0
16677,/home/wences/Documents/corpus-26000/corpus-26000-bc/16437.jpg,0542.jpg,2928,3080,800,False,0
16678,/home/wences/Documents/corpus-26000/corpus-26000-bc/16438.jpg,0542.jpg,3328,2680,800,False,0
16679,/home/wences/Documents/corpus-26000/corpus-26000-bc/16439.jpg,0542.jpg,3328,3080,800,False,0
16680,/home/wences/Documents/corpus-26000/corpus-26000-bc/16440.jpg,0542.jpg,3728,1080,800,False,0
16681,/home/wences/Documents/corpus-26000/corpus-26000-bc/16441.jpg,0542.jpg,3728,1480,800,False,0
16682,/home/wences/Documents/corpus-26000/corpus-26000-bc/16442.jpg,0542.jpg,3728,1880,800,False,0
16683,/home/wences/Documents/corpus-26000/corpus-26000-bc/16443.jpg,0542.jpg,3728,2280,800,False,0
16684,/home/wences/Documents/corpus-26000/corpus-26000-bc/16444.jpg,0542.jpg,3728,2680,800,False,0
16685,/home/wences/Documents/corpus-26000/corpus-26000-bc/16445.jpg,0542.jpg,3728,3080,800,False,0
16686,/home/wences/Documents/corpus-26000/corpus-26000-bc/16446.jpg,0542.jpg,4128,680,800,False,0
16687,/home/wences/Documents/corpus-26000/corpus-26000-bc/16447.jpg,0542.jpg,4128,1080,800,False,0
16688,/home/wences/Documents/corpus-26000/corpus-26000-bc/16448.jpg,0542.jpg,4128,1480,800,False,0
16689,/home/wences/Documents/corpus-26000/corpus-26000-bc/16449.jpg,0542.jpg,4128,1880,800,False,0
16690,/home/wences/Documents/corpus-26000/corpus-26000-bc/16450.jpg,0542.jpg,4128,2280,800,False,0
16691,/home/wences/Documents/corpus-26000/corpus-26000-bc/16451.jpg,0542.jpg,4128,2680,800,False,0
16692,/home/wences/Documents/corpus-26000/corpus-26000-bc/16452.jpg,0542.jpg,4128,3080,800,False,0
16693,/home/wences/Documents/corpus-26000/corpus-26000-bc/16453.jpg,0542.jpg,4528,680,800,False,0
16694,/home/wences/Documents/corpus-26000/corpus-26000-bc/16454.jpg,0542.jpg,4528,1080,800,False,0
16695,/home/wences/Documents/corpus-26000/corpus-26000-bc/16455.jpg,0542.jpg,4528,1480,800,False,0
16696,/home/wences/Documents/corpus-26000/corpus-26000-bc/16456.jpg,0542.jpg,4528,1880,800,False,0
16697,/home/wences/Documents/corpus-26000/corpus-26000-bc/16458.jpg,0543.jpg,3152,2668,800,False,0
16698,/home/wences/Documents/corpus-26000/corpus-26000-bc/16459.jpg,0543.jpg,3152,3068,800,False,0
16699,/home/wences/Documents/corpus-26000/corpus-26000-bc/16460.jpg,0543.jpg,3552,668,800,False,0
16700,/home/wences/Documents/corpus-26000/corpus-26000-bc/16461.jpg,0543.jpg,3552,1068,800,False,0
16701,/home/wences/Documents/corpus-26000/corpus-26000-bc/16462.jpg,0543.jpg,3552,1468,800,False,0
16702,/home/wences/Documents/corpus-26000/corpus-26000-bc/16463.jpg,0543.jpg,3552,1868,800,False,0
16703,/home/wences/Documents/corpus-26000/corpus-26000-bc/16464.jpg,0543.jpg,3552,2268,800,False,0
16704,/home/wences/Documents/corpus-26000/corpus-26000-bc/16465.jpg,0543.jpg,3552,2668,800,False,0
16705,/home/wences/Documents/corpus-26000/corpus-26000-bc/16466.jpg,0543.jpg,3952,668,800,False,0
16706,/home/wences/Documents/corpus-26000/corpus-26000-bc/16467.jpg,0543.jpg,3952,1068,800,False,0
16707,/home/wences/Documents/corpus-26000/corpus-26000-bc/16468.jpg,0543.jpg,3952,1468,800,False,0
16708,/home/wences/Documents/corpus-26000/corpus-26000-bc/16469.jpg,0543.jpg,3952,1868,800,False,0
16709,/home/wences/Documents/corpus-26000/corpus-26000-bc/16470.jpg,0543.jpg,4352,668,800,False,0
16710,/home/wences/Documents/corpus-26000/corpus-26000-bc/16471.jpg,0543.jpg,4352,1068,800,False,0
16711,/home/wences/Documents/corpus-26000/corpus-26000-bc/16472.jpg,0543.jpg,3428,1128,800,False,0
16712,/home/wences/Documents/corpus-26000/corpus-26000-bc/16473.jpg,0543.jpg,3428,1528,800,False,0
16713,/home/wences/Documents/corpus-26000/corpus-26000-bc/16474.jpg,0543.jpg,3428,1928,800,False,0
16714,/home/wences/Documents/corpus-26000/corpus-26000-bc/16476.jpg,0544.jpg,3400,660,800,False,0
16715,/home/wences/Documents/corpus-26000/corpus-26000-bc/16477.jpg,0544.jpg,3800,660,800,False,0
16716,/home/wences/Documents/corpus-26000/corpus-26000-bc/16478.jpg,0544.jpg,3800,1060,800,False,0
16717,/home/wences/Documents/corpus-26000/corpus-26000-bc/16479.jpg,0544.jpg,3800,1460,800,False,0
16718,/home/wences/Documents/corpus-26000/corpus-26000-bc/16480.jpg,0544.jpg,3800,1860,800,False,0
16719,/home/wences/Documents/corpus-26000/corpus-26000-bc/16481.jpg,0544.jpg,3800,2260,800,False,0
16720,/home/wences/Documents/corpus-26000/corpus-26000-bc/16482.jpg,0544.jpg,4200,660,800,False,0
16721,/home/wences/Documents/corpus-26000/corpus-26000-bc/16483.jpg,0544.jpg,4200,1060,800,False,0
16722,/home/wences/Documents/corpus-26000/corpus-26000-bc/16484.jpg,0544.jpg,4200,1460,800,False,0
16723,/home/wences/Documents/corpus-26000/corpus-26000-bc/16485.jpg,0544.jpg,4200,1860,800,False,0
16724,/home/wences/Documents/corpus-26000/corpus-26000-bc/16486.jpg,0544.jpg,4600,660,800,False,0
16725,/home/wences/Documents/corpus-26000/corpus-26000-bc/16487.jpg,0544.jpg,1520,2136,800,False,0
16726,/home/wences/Documents/corpus-26000/corpus-26000-bc/16488.jpg,0544.jpg,1520,2536,800,False,0
16727,/home/wences/Documents/corpus-26000/corpus-26000-bc/16489.jpg,0544.jpg,1520,2936,800,False,0
16728,/home/wences/Documents/corpus-26000/corpus-26000-bc/16490.jpg,0544.jpg,1920,2536,800,False,0
16729,/home/wences/Documents/corpus-26000/corpus-26000-bc/16491.jpg,0544.jpg,1920,2936,800,False,0
16730,/home/wences/Documents/corpus-26000/corpus-26000-bc/16492.jpg,0544.jpg,2320,2936,800,False,0
16731,/home/wences/Documents/corpus-26000/corpus-26000-bc/16493.jpg,0544.jpg,2720,2936,800,False,0
16732,/home/wences/Documents/corpus-26000/corpus-26000-bc/16494.jpg,0544.jpg,3120,2936,800,False,0
16733,/home/wences/Documents/corpus-26000/corpus-26000-bc/16496.jpg,0545.jpg,2392,3032,800,False,0
16734,/home/wences/Documents/corpus-26000/corpus-26000-bc/16497.jpg,0545.jpg,2792,3032,800,False,0
16735,/home/wences/Documents/corpus-26000/corpus-26000-bc/16498.jpg,0545.jpg,3192,632,800,False,0
16736,/home/wences/Documents/corpus-26000/corpus-26000-bc/16499.jpg,0545.jpg,3192,3032,800,False,0
16737,/home/wences/Documents/corpus-26000/corpus-26000-bc/16500.jpg,0545.jpg,3592,632,800,False,0
16738,/home/wences/Documents/corpus-26000/corpus-26000-bc/16501.jpg,0545.jpg,3592,2632,800,False,0
16739,/home/wences/Documents/corpus-26000/corpus-26000-bc/16502.jpg,0545.jpg,3592,3032,800,False,0
16740,/home/wences/Documents/corpus-26000/corpus-26000-bc/16503.jpg,0545.jpg,3992,632,800,False,0
16741,/home/wences/Documents/corpus-26000/corpus-26000-bc/16504.jpg,0545.jpg,3992,1032,800,False,0
16742,/home/wences/Documents/corpus-26000/corpus-26000-bc/16505.jpg,0545.jpg,3992,1432,800,False,0
16743,/home/wences/Documents/corpus-26000/corpus-26000-bc/16506.jpg,0545.jpg,3992,1832,800,False,0
16744,/home/wences/Documents/corpus-26000/corpus-26000-bc/16507.jpg,0545.jpg,3992,2232,800,False,0
16745,/home/wences/Documents/corpus-26000/corpus-26000-bc/16508.jpg,0545.jpg,3992,2632,800,False,0
16746,/home/wences/Documents/corpus-26000/corpus-26000-bc/16509.jpg,0545.jpg,1972,2736,800,False,0
16747,/home/wences/Documents/corpus-26000/corpus-26000-bc/16510.jpg,0545.jpg,2372,2736,800,False,0
16748,/home/wences/Documents/corpus-26000/corpus-26000-bc/16511.jpg,0545.jpg,2772,2736,800,False,0
16749,/home/wences/Documents/corpus-26000/corpus-26000-bc/16512.jpg,0545.jpg,3172,2736,800,False,0
16750,/home/wences/Documents/corpus-26000/corpus-26000-bc/16513.jpg,0545.jpg,3572,2736,800,False,0
16751,/home/wences/Documents/corpus-26000/corpus-26000-bc/16515.jpg,0546.jpg,2280,3104,800,False,0
16752,/home/wences/Documents/corpus-26000/corpus-26000-bc/16516.jpg,0546.jpg,2680,704,800,False,0
16753,/home/wences/Documents/corpus-26000/corpus-26000-bc/16517.jpg,0546.jpg,2680,3104,800,False,0
16754,/home/wences/Documents/corpus-26000/corpus-26000-bc/16518.jpg,0546.jpg,3080,704,800,False,0
16755,/home/wences/Documents/corpus-26000/corpus-26000-bc/16519.jpg,0546.jpg,3080,1104,800,False,0
16756,/home/wences/Documents/corpus-26000/corpus-26000-bc/16520.jpg,0546.jpg,3080,3104,800,False,0
16757,/home/wences/Documents/corpus-26000/corpus-26000-bc/16521.jpg,0546.jpg,3480,704,800,False,0
16758,/home/wences/Documents/corpus-26000/corpus-26000-bc/16522.jpg,0546.jpg,3480,1104,800,False,0
16759,/home/wences/Documents/corpus-26000/corpus-26000-bc/16523.jpg,0546.jpg,3480,1504,800,False,0
16760,/home/wences/Documents/corpus-26000/corpus-26000-bc/16524.jpg,0546.jpg,3480,1904,800,False,0
16761,/home/wences/Documents/corpus-26000/corpus-26000-bc/16525.jpg,0546.jpg,3480,2304,800,False,0
16762,/home/wences/Documents/corpus-26000/corpus-26000-bc/16526.jpg,0546.jpg,3480,2704,800,False,0
16763,/home/wences/Documents/corpus-26000/corpus-26000-bc/16527.jpg,0546.jpg,3480,3104,800,False,0
16782,/home/wences/Documents/corpus-26000/corpus-26000-bc/16548.jpg,0548.jpg,2856,716,800,False,0
16783,/home/wences/Documents/corpus-26000/corpus-26000-bc/16549.jpg,0548.jpg,3256,716,800,False,0
16784,/home/wences/Documents/corpus-26000/corpus-26000-bc/16550.jpg,0548.jpg,3256,1116,800,False,0
16785,/home/wences/Documents/corpus-26000/corpus-26000-bc/16551.jpg,0548.jpg,3256,3116,800,False,0
16786,/home/wences/Documents/corpus-26000/corpus-26000-bc/16552.jpg,0548.jpg,3656,716,800,False,0
16787,/home/wences/Documents/corpus-26000/corpus-26000-bc/16553.jpg,0548.jpg,3656,1116,800,False,0
16788,/home/wences/Documents/corpus-26000/corpus-26000-bc/16554.jpg,0548.jpg,3656,1516,800,False,0
16789,/home/wences/Documents/corpus-26000/corpus-26000-bc/16555.jpg,0548.jpg,3656,1916,800,False,0
16790,/home/wences/Documents/corpus-26000/corpus-26000-bc/16556.jpg,0548.jpg,3656,2316,800,False,0
16791,/home/wences/Documents/corpus-26000/corpus-26000-bc/16557.jpg,0548.jpg,2244,2872,800,False,0
16792,/home/wences/Documents/corpus-26000/corpus-26000-bc/16558.jpg,0548.jpg,2644,2872,800,False,0
16793,/home/wences/Documents/corpus-26000/corpus-26000-bc/16559.jpg,0548.jpg,3044,2872,800,False,0
16794,/home/wences/Documents/corpus-26000/corpus-26000-bc/16561.jpg,0549.jpg,3212,656,800,False,0
16795,/home/wences/Documents/corpus-26000/corpus-26000-bc/16562.jpg,0549.jpg,3212,1056,800,False,0
16796,/home/wences/Documents/corpus-26000/corpus-26000-bc/16563.jpg,0549.jpg,3212,3056,800,False,0
